Price,Area,Location,No._of_Bedrooms,Resale,LandscapedGardens,IndoorGames,Intercom,SportsFacility,ClubHouse,24X7Security,PowerBackup,CarParking,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,Total_Amenities,Price_per_sqft,Amenity_Score,Bedroom_Density
37000000,2400,Other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15416.666666666666,0.0,0.0016666666666666668
9960000,750,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13280.0,0.0,0.0013333333333333333
16900000,1245,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13574.29718875502,0.0,0.001606425702811245
17000000,1700,Sector 4 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0.0,0.0017647058823529412
8500000,1900,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473.684210526316,0.0,0.0015789473684210526
16000000,1350,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11851.851851851852,0.0,0.0022222222222222222
4000000,1800,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222.222222222222,0.0,0.0016666666666666668
24500000,516,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47480.62015503876,0.0,0.001937984496124031
13500000,2200,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6136.363636363636,0.0,0.0018181818181818182
3600000,1650,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181.818181818182,0.0,0.0018181818181818182
4000000,516,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7751.937984496124,0.0,0.001937984496124031
15000000,516,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29069.767441860466,0.0,0.001937984496124031
15000000,1000,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000.0,0.0,0.002
13700000,1050,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13047.619047619048,0.0,0.002857142857142857
19000000,975,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19487.17948717949,0.0,0.0020512820512820513
13500000,1500,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000.0,0.0,0.0013333333333333333
10400000,1100,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9454.545454545454,0.0,0.0018181818181818182
3600000,1050,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428.5714285714284,0.0,0.0019047619047619048
4500000,950,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4736.8421052631575,0.0,0.003157894736842105
6500000,1050,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6190.476190476191,0.0,0.002857142857142857
3300000,1250,Dwarka Mor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640.0,0.0,0.0032
3000000,850,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529.4117647058824,0.0,0.0035294117647058825
2400000,750,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200.0,0.0,0.004
2000000,600,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333.3333333333335,0.0,0.0033333333333333335
13000000,550,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23636.363636363636,0.0,0.0036363636363636364
14200000,1300,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10923.076923076924,0.0,0.002307692307692308
6500000,1150,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5652.173913043478,0.0,0.0017391304347826088
12500000,1000,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500.0,0.0,0.002
16000000,1100,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14545.454545454546,0.0,0.0027272727272727275
18500000,1800,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10277.777777777777,0.0,0.0016666666666666668
4799000,1000,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4799.0,0.0,0.002
5199000,900,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776.666666666667,0.0,0.0033333333333333335
3599000,920,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3911.9565217391305,0.0,0.003260869565217391
4199000,675,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6220.740740740741,0.0,0.0044444444444444444
27000000,810,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33333.333333333336,0.0,0.003703703703703704
15800000,1700,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9294.117647058823,0.0,0.0017647058823529412
16500000,1700,Sector 22 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9705.882352941177,0.0,0.0017647058823529412
10500000,1650,Sector 12 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6363.636363636364,0.0,0.0018181818181818182
11000000,1200,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9166.666666666666,0.0,0.0025
19500000,1200,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16250.0,0.0,0.0025
13899999,1800,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7722.221666666666,0.0,0.0016666666666666668
35000000,1700,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20588.235294117647,0.0,0.0017647058823529412
15600000,2400,Sector 12 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500.0,0.0,0.0016666666666666668
22000000,2400,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9166.666666666666,0.0,0.0016666666666666668
3700000,2400,Sector 10 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.6666666666667,0.0,0.0016666666666666668
18000000,1625,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11076.923076923076,0.0,0.0018461538461538461
10000000,1204,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8305.647840531561,0.0,0.0016611295681063123
13000000,1245,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10441.767068273093,0.0,0.001606425702811245
3400000,950,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3578.9473684210525,0.0,0.002105263157894737
2250000,700,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3214.285714285714,0.0,0.004285714285714286
3300000,500,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600.0,0.0,0.004
4500000,700,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6428.571428571428,0.0,0.002857142857142857
4000000,800,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,0.0,0.00375
2800000,750,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733.3333333333335,0.0,0.004
2600000,600,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4333.333333333333,0.0,0.0033333333333333335
3875000,550,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7045.454545454545,0.0,0.0036363636363636364
30000000,1000,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,0.0,0.003
13000000,1200,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10833.333333333334,0.0,0.0025
19000000,1000,Sector 4 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000.0,0.0,0.003
24000000,2250,Sector 12 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666.666666666666,0.0,0.0013333333333333333
13000000,2800,Sector 19 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4642.857142857143,0.0,0.0014285714285714286
15500000,1300,Sector 19 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11923.076923076924,0.0,0.002307692307692308
23500000,2200,Sector 11 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10681.818181818182,0.0,0.0018181818181818182
12500000,1900,Sector 10 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6578.9473684210525,0.0,0.0015789473684210526
16500000,1843,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952.794357026587,0.0,0.0016277807921866521
30000000,1800,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16666.666666666668,0.0,0.0016666666666666668
2300000,1450,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586.2068965517242,0.0,0.0020689655172413794
255000000,450,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566666.6666666666,0.0,0.0044444444444444444
5975000,1850,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229.7297297297296,0.0,0.0016216216216216215
14000000,640,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21875.0,0.0,0.003125
42500000,1450,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29310.344827586207,0.0,0.0020689655172413794
6900000,1500,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600.0,0.0,0.002
11800000,850,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13882.35294117647,0.0,0.001176470588235294
16500000,1200,Sector 4 Dwarka,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13750.0,0.0,0.0016666666666666668
7500000,1350,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555.555555555556,0.0,0.0022222222222222222
30000000,1000,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,0.0,0.002
8800000,2400,Sector 22 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666.6666666666665,0.0,0.0016666666666666668
35500000,950,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37368.42105263158,0.0,0.002105263157894737
5000000,3200,Sector 19 Dwarka,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.5,0.0,0.00125
4500000,1000,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500.0,0.0,0.003
2100000,900,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333.3333333333335,0.0,0.0033333333333333335
2000000,500,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0,0.0,0.004
6000000,520,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11538.461538461539,0.0,0.0038461538461538464
2200000,1050,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095.2380952380954,0.0,0.002857142857142857
6500000,510,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12745.098039215687,0.0,0.00392156862745098
3500000,1100,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181.818181818182,0.0,0.0027272727272727275
3100000,800,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875.0,0.0,0.00375
2800000,750,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733.3333333333335,0.0,0.004
16500000,600,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500.0,0.0,0.0033333333333333335
13899999,1150,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12086.955652173912,0.0,0.0026086956521739132
9000000,1250,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200.0,0.0,0.0016
8900000,1500,Uttam Nagar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5933.333333333333,0.0,0.0026666666666666666
4700000,1400,Uttam Nagar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357.1428571428573,0.0,0.002857142857142857
2700000,820,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292.682926829268,0.0,0.003658536585365854
2400000,625,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,0.0,0.0032
7500000,525,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14285.714285714286,0.0,0.0038095238095238095
3500000,1350,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592.5925925925926,0.0,0.0022222222222222222
4200000,750,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600.0,0.0,0.0026666666666666666
10000000,850,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11764.70588235294,0.0,0.0035294117647058825
10800000,900,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000.0,0.0,0.0022222222222222222
3600000,1300,Other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769.230769230769,0.0,0.003076923076923077
9000000,900,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0.0,0.0033333333333333335
8700000,1100,Other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7909.090909090909,0.0,0.0036363636363636364
4000000,1100,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3636.3636363636365,0.0,0.0027272727272727275
13000000,700,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18571.428571428572,0.0,0.002857142857142857
9500000,1400,Other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6785.714285714285,0.0,0.002857142857142857
2600000,1200,Other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166.6666666666665,0.0,0.0033333333333333335
2300000,500,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600.0,0.0,0.004
17000000,500,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000.0,0.0,0.002
5000000,1550,Other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225.8064516129034,0.0,0.0025806451612903226
3800000,1200,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3166.6666666666665,0.0,0.0025
3400000,650,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5230.7692307692305,0.0,0.003076923076923077
15500000,600,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25833.333333333332,0.0,0.0033333333333333335
18500000,1700,Sector 4 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10882.35294117647,0.0,0.0017647058823529412
9000000,1600,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625.0,0.0,0.0025
15500000,850,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18235.29411764706,0.0,0.002352941176470588
33500000,1600,Sector 12 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20937.5,0.0,0.001875
5000000,2590,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930.5019305019305,0.0,0.0011583011583011582
4000000,1000,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0,0.0,0.003
2000000,900,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222.222222222222,0.0,0.0033333333333333335
3000000,500,Dwarka Mor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.0,0.0,0.002
2600000,750,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466.6666666666665,0.0,0.0026666666666666666
3500000,650,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384.615384615385,0.0,0.003076923076923077
2500000,850,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941.176470588235,0.0,0.0035294117647058825
34500000,600,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57500.0,0.0,0.0033333333333333335
35500000,1650,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21515.151515151516,0.0,0.0018181818181818182
22500000,3600,Other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250.0,0.0,0.0011111111111111111
4000000,1400,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857.1428571428573,0.0,0.002142857142857143
12000000,820,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14634.146341463415,0.0,0.0024390243902439024
51000000,1114,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45780.969479353684,0.0,0.0026929982046678637
15400000,2300,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6695.652173913043,0.0,0.0017391304347826088
4000000,1250,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200.0,0.0,0.0024
3800000,820,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634.1463414634145,0.0,0.0024390243902439024
84100000,950,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88526.31578947368,0.0,0.003157894736842105
174500000,1821,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95826.4689730917,0.0,0.0016474464579901153
12000000,2741,Other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4377.964246625319,0.0,0.001459321415541773
9000000,600,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000.0,0.0,0.0033333333333333335
29900000,900,Vasant Kunj,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33222.22222222222,0.0,0.0022222222222222222
14600000,2800,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214.285714285715,0.0,0.0014285714285714286
35000000,1650,Sector 4 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21212.121212121212,0.0,0.0018181818181818182
9800000,2530,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873.517786561265,0.0,0.0011857707509881424
8300000,1845,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4498.6449864498645,0.0,0.0016260162601626016
17500000,1930,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9067.357512953367,0.0,0.0015544041450777201
8500000,1800,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4722.222222222223,0.0,0.0016666666666666668
14500000,900,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16111.111111111111,0.0,0.0022222222222222222
13500000,1550,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8709.677419354839,0.0,0.001935483870967742
26000000,1600,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16250.0,0.0,0.001875
2000000,1800,Vasant Kunj,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.111111111111,0.0,0.0016666666666666668
4800000,1350,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3555.5555555555557,0.0,0.0014814814814814814
4200000,990,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242.424242424242,0.0,0.0030303030303030303
18800000,945,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19894.179894179895,0.0,0.0031746031746031746
3200000,600,Vasant Kunj,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.333333333333,0.0,0.005
6200000,620,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0.0,0.0032258064516129032
13000000,850,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15294.117647058823,0.0,0.002352941176470588
25500000,1300,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19615.384615384617,0.0,0.002307692307692308
5500000,1700,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3235.294117647059,0.0,0.0017647058823529412
2450000,800,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062.5,0.0,0.0025
2000000,990,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.20202020202,0.0,0.0030303030303030303
3000000,675,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4444.444444444444,0.0,0.002962962962962963
6800000,900,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7555.555555555556,0.0,0.0022222222222222222
5000000,972,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5144.0329218107,0.0,0.0030864197530864196
4000000,1000,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0,0.0,0.003
2000000,900,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222.222222222222,0.0,0.0033333333333333335
3000000,500,Dwarka Mor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.0,0.0,0.002
2600000,750,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466.6666666666665,0.0,0.0026666666666666666
3500000,650,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384.615384615385,0.0,0.003076923076923077
2500000,850,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941.176470588235,0.0,0.0035294117647058825
10500000,600,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500.0,0.0,0.0033333333333333335
14500000,1150,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12608.695652173914,0.0,0.0026086956521739132
24000000,1869,Sector 6 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12841.091492776886,0.0,0.0016051364365971107
19500000,2798,Sector 6 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6969.263759828449,0.0,0.0014295925661186562
23000000,2369,Sector 6 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9708.73786407767,0.0,0.0016884761502743773
7500000,2600,Sector 6 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884.6153846153848,0.0,0.0015384615384615385
150000000,900,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166666.66666666666,0.0,0.0022222222222222222
7500000,1100,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6818.181818181818,0.0,0.0018181818181818182
21000000,900,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23333.333333333332,0.0,0.0033333333333333335
4500000,1800,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500.0,0.0,0.0016666666666666668
21000000,495,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42424.242424242424,0.0,0.00404040404040404
50000000,1400,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35714.28571428572,0.0,0.002142857142857143
7500000,1400,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5357.142857142857,0.0,0.002857142857142857
12500000,900,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13888.888888888889,0.0,0.0033333333333333335
22500000,1450,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15517.241379310344,0.0,0.0020689655172413794
19000000,900,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111.11111111111,0.0,0.0033333333333333335
42500000,1200,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35416.666666666664,0.0,0.0025
15500000,2900,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5344.827586206897,0.0,0.001379310344827586
13500000,1000,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13500.0,0.0,0.002
13000000,1000,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000.0,0.0,0.002
10500000,1150,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9130.434782608696,0.0,0.0017391304347826088
15500000,1150,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13478.260869565218,0.0,0.0017391304347826088
16000000,1400,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11428.57142857143,0.0,0.002142857142857143
25000000,2000,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500.0,0.0,0.0015
10800000,3600,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000.0,0.0,0.0011111111111111111
14600000,1333,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10952.738184546137,0.0,0.0015003750937734434
17000000,1894,Sector 19 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8975.71277719113,0.0,0.0015839493136219642
14800000,1904,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7773.109243697479,0.0,0.0015756302521008404
50000000,1894,Sector 4 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26399.155227032734,0.0,0.0015839493136219642
50000000,4430,Other,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11286.681715575622,0.0,0.001128668171557562
16000000,4430,Other,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3611.7381489841987,0.0,0.001128668171557562
20000000,2000,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0.0,0.0015
16000000,2400,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6666.666666666667,0.0,0.00125
15500000,2400,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6458.333333333333,0.0,0.00125
15500000,1500,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10333.333333333334,0.0,0.002
11800000,1850,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6378.378378378378,0.0,0.0016216216216216215
14700000,1200,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12250.0,0.0,0.0016666666666666668
17500000,1800,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9722.222222222223,0.0,0.0016666666666666668
11800000,1950,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6051.282051282052,0.0,0.0015384615384615385
15500000,1200,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12916.666666666666,0.0,0.0016666666666666668
23500000,1400,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16785.714285714286,0.0,0.002142857142857143
23500000,2600,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9038.461538461539,0.0,0.0015384615384615385
45000000,2600,Other,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17307.69230769231,0.0,0.0015384615384615385
13000000,4430,Other,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2934.5372460496615,0.0,0.001128668171557562
13899999,1420,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9788.731690140845,0.0,0.0014084507042253522
10800000,1906,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666.316894018888,0.0,0.0015739769150052466
14600000,1333,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10952.738184546137,0.0,0.0015003750937734434
17000000,1894,Sector 19 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8975.71277719113,0.0,0.0015839493136219642
